generation,best,mean,worst
0,49.30000000000007,31.290833333333364,19.466666666666693
1,49.30000000000007,32.72250000000004,14.300000000000006
2,49.30000000000007,35.54083333333337,9.133333333333335
3,53.80000000000006,35.02583333333337,15.833333333333327
4,53.80000000000006,34.81000000000004,17.566666666666677
5,53.80000000000006,36.08416666666671,19.56666666666669
6,58.03333333333338,38.535000000000046,22.933333333333355
7,58.03333333333338,38.02250000000004,19.633333333333354
8,60.76666666666673,36.90166666666671,20.066666666666695
9,60.76666666666673,37.49833333333338,21.53333333333335
10,60.76666666666673,38.71666666666671,21.96666666666668
11,60.76666666666673,40.38000000000005,23.43333333333334
12,60.76666666666673,41.96250000000005,25.266666666666698
13,60.76666666666673,39.844166666666716,22.733333333333363
14,60.76666666666673,40.86250000000005,25.06666666666671
15,60.76666666666673,42.550000000000054,28.400000000000038
16,60.76666666666673,40.72000000000004,20.900000000000016
17,60.76666666666673,40.802500000000045,14.000000000000012
18,60.76666666666673,41.274166666666716,23.900000000000034
19,60.76666666666673,40.340000000000046,22.76666666666669
20,60.76666666666673,41.071666666666715,19.833333333333364
21,60.76666666666673,42.61750000000005,26.33333333333337
22,60.76666666666673,40.931666666666715,26.266666666666698
23,64.96666666666673,43.11500000000005,26.30000000000003
24,64.96666666666673,43.580000000000055,19.900000000000034
