generation,best,mean,worst
0,42.13333333333339,-0.22916666666666038,-27.8
1,42.13333333333339,-0.6024999999999932,-30.96666666666667
2,42.13333333333339,-2.629166666666661,-32.43333333333334
3,42.13333333333339,-0.7591666666666615,-35.9
4,42.13333333333339,-1.3816666666666593,-33.733333333333334
5,42.13333333333339,0.9175000000000075,-31.900000000000002
6,42.13333333333339,-1.9416666666666607,-27.866666666666664
7,42.13333333333339,2.04083333333334,-32.03333333333333
8,42.13333333333339,-0.3866666666666593,-33.0
9,42.13333333333339,2.3341666666666736,-31.666666666666668
10,42.13333333333339,4.205833333333346,-34.166666666666664
11,42.13333333333339,4.339166666666676,-25.600000000000005
12,42.13333333333339,3.2166666666666743,-28.16666666666667
13,44.700000000000024,5.393333333333343,-24.566666666666674
14,44.700000000000024,3.7408333333333417,-31.733333333333334
15,44.700000000000024,2.670000000000008,-32.233333333333334
16,44.700000000000024,2.9000000000000083,-34.4
17,44.700000000000024,5.056666666666677,-30.666666666666668
18,44.700000000000024,7.274166666666678,-31.833333333333332
19,44.700000000000024,4.269166666666677,-35.36666666666667
20,44.700000000000024,7.291666666666677,-24.733333333333334
21,44.700000000000024,8.476666666666679,-23.000000000000004
22,44.700000000000024,10.462500000000016,-27.233333333333338
23,44.700000000000024,8.460833333333346,-32.63333333333333
24,44.700000000000024,3.566666666666677,-28.0
