generation,best,mean,worst
0,9.033333333333333,-11.3875,-34.833333333333336
1,18.066666666666677,1.2233333333333336,-16.866666666666667
2,18.433333333333337,0.04083333333333385,-35.76666666666667
3,19.800000000000015,-0.04833333333333201,-35.93333333333334
4,24.033333333333335,4.590833333333335,-36.300000000000004
5,33.16666666666669,5.717500000000004,-36.06666666666667
6,33.16666666666669,2.833333333333337,-36.699999999999996
7,33.16666666666669,0.46833333333333693,-35.96666666666667
8,33.16666666666669,-1.9033333333333293,-36.53333333333333
9,33.16666666666669,3.6941666666666704,-36.5
10,33.16666666666669,3.622500000000003,-36.1
11,33.16666666666669,4.340000000000005,-36.1
12,33.16666666666669,5.073333333333338,-35.333333333333336
13,33.16666666666669,8.13083333333334,-35.9
14,34.133333333333354,4.389166666666672,-36.5
15,34.133333333333354,2.560000000000005,-36.333333333333336
16,34.133333333333354,5.605833333333339,-35.699999999999996
17,34.133333333333354,3.115833333333341,-35.733333333333334
18,34.40000000000001,5.692500000000008,-36.13333333333333
19,34.40000000000001,2.8741666666666723,-36.26666666666667
20,34.40000000000001,6.64583333333334,-35.93333333333334
21,34.40000000000001,3.975833333333342,-35.93333333333334
22,34.40000000000001,3.9466666666666748,-36.699999999999996
23,34.40000000000001,4.633333333333339,-36.699999999999996
24,34.40000000000001,7.951666666666673,-34.833333333333336
