generation,best,mean,worst
0,-20.433333333333334,-31.554999999999996,-33.0
1,-19.366666666666664,-27.774999999999995,-32.76666666666666
2,-19.3,-24.740833333333335,-50.300000000000004
3,-19.266666666666666,-22.967499999999998,-33.06666666666666
4,-19.166666666666668,-21.418333333333333,-33.03333333333333
5,-18.866666666666664,-22.653333333333332,-34.7
6,-18.866666666666664,-21.833333333333332,-32.5
7,-18.866666666666664,-21.651666666666664,-32.266666666666666
8,-18.866666666666664,-20.856666666666666,-32.5
9,-18.866666666666664,-21.174166666666668,-42.4
10,-18.233333333333334,-22.16583333333333,-43.93333333333333
11,-18.233333333333334,-23.259166666666665,-52.06666666666666
12,-18.233333333333334,-21.905,-32.93333333333333
13,-18.233333333333334,-23.08833333333333,-33.0
14,-18.233333333333334,-26.639166666666664,-52.03333333333333
15,-18.233333333333334,-25.244166666666665,-60.26666666666667
16,-18.233333333333334,-24.889166666666664,-33.03333333333334
17,-18.233333333333334,-24.84916666666667,-49.099999999999994
18,-18.233333333333334,-26.314999999999998,-65.3
19,-18.233333333333334,-27.415,-71.96666666666665
20,-17.933333333333334,-25.57916666666667,-71.96666666666665
21,-17.933333333333334,-24.294166666666666,-46.13333333333333
22,-17.933333333333334,-25.21666666666666,-51.69999999999999
23,-17.933333333333334,-26.434166666666663,-44.36666666666667
24,-17.933333333333334,-26.4075,-68.89999999999999
