generation,best,mean,worst
0,41.30000000000004,27.902500000000025,1.200000000000017
1,41.6666666666667,26.88000000000003,4.699999999999997
2,41.6666666666667,30.544166666666694,8.533333333333337
3,42.933333333333366,28.8391666666667,9.100000000000005
4,42.933333333333366,27.02083333333336,9.933333333333362
5,43.73333333333338,28.765833333333358,11.766666666666671
6,44.76666666666671,29.515000000000025,3.666666666666679
7,44.76666666666671,29.45500000000003,4.933333333333345
8,44.76666666666671,30.144166666666695,7.500000000000001
9,45.86666666666671,30.023333333333362,11.833333333333352
10,45.86666666666671,29.598333333333358,13.200000000000008
11,45.86666666666671,30.843333333333362,9.900000000000015
12,45.86666666666671,30.030833333333362,-8.466666666666665
13,45.86666666666671,29.160000000000025,2.0
14,50.83333333333339,29.51750000000003,9.166666666666663
15,50.83333333333339,30.82333333333337,8.266666666666692
16,50.83333333333339,33.0716666666667,6.433333333333352
17,50.83333333333339,32.03083333333337,10.033333333333337
18,50.83333333333339,33.9991666666667,7.833333333333333
19,50.83333333333339,31.511666666666702,6.699999999999995
20,50.83333333333339,32.4491666666667,14.999999999999995
21,51.10000000000007,32.035833333333365,7.133333333333344
22,53.4666666666667,34.72500000000004,11.00000000000002
23,53.4666666666667,36.073333333333366,1.0333333333333492
24,53.4666666666667,34.896666666666704,6.233333333333349
