generation,best,mean,worst
0,-19.066666666666666,-27.74333333333333,-50.59999999999999
1,-19.066666666666666,-25.627499999999998,-59.0
2,-19.066666666666666,-23.734166666666663,-42.36666666666665
3,-18.2,-24.2725,-58.33333333333332
4,-18.2,-24.119166666666665,-55.266666666666644
5,-17.966666666666665,-25.986666666666668,-53.199999999999996
6,-17.966666666666665,-25.551666666666666,-56.36666666666665
7,-17.966666666666665,-23.266666666666666,-50.300000000000004
8,-17.966666666666665,-23.521666666666665,-49.766666666666644
9,-17.599999999999998,-24.441666666666663,-56.033333333333324
10,-2.400000000000001,-24.226666666666663,-57.39999999999998
11,-2.400000000000001,-24.424166666666665,-52.86666666666665
12,-2.400000000000001,-24.297500000000003,-57.53333333333333
13,-2.400000000000001,-24.12333333333333,-57.99999999999999
14,-2.400000000000001,-24.96916666666666,-47.300000000000004
15,-2.400000000000001,-25.474166666666665,-45.96666666666667
16,-2.400000000000001,-25.57333333333333,-57.766666666666644
17,-2.400000000000001,-23.53583333333333,-41.93333333333334
18,-2.400000000000001,-24.754166666666666,-73.3
19,-2.400000000000001,-25.269999999999996,-43.533333333333324
20,-2.400000000000001,-26.0,-69.43333333333332
21,-2.400000000000001,-23.589166666666664,-70.29999999999998
22,-2.400000000000001,-25.201666666666664,-53.36666666666665
23,-2.400000000000001,-25.1375,-55.96666666666666
24,-2.400000000000001,-24.27833333333333,-70.0333333333333
