generation,best,mean,worst
0,-19.8,-32.344166666666666,-33.1
1,-19.466666666666665,-29.163333333333334,-33.06666666666667
2,-19.133333333333333,-22.311666666666667,-33.06666666666667
3,-19.133333333333333,-22.205,-33.06666666666667
4,-18.73333333333333,-21.534166666666668,-35.96666666666666
5,-18.633333333333333,-21.90833333333333,-46.23333333333333
6,-18.633333333333333,-21.93333333333333,-33.03333333333333
7,-18.633333333333333,-21.455000000000002,-33.0
8,-18.633333333333333,-22.235833333333336,-32.93333333333334
9,-18.633333333333333,-21.857499999999998,-32.9
10,-18.633333333333333,-22.034166666666664,-33.03333333333333
11,-18.066666666666666,-20.04,-32.56666666666667
12,-18.066666666666666,-21.343333333333334,-32.733333333333334
13,-18.066666666666666,-22.225,-32.93333333333333
14,-18.066666666666666,-20.98416666666667,-32.9
15,-18.066666666666666,-23.403333333333332,-49.0
16,-18.066666666666666,-20.571666666666665,-51.566666666666656
17,-17.966666666666665,-21.621666666666666,-32.93333333333333
18,-12.399999999999991,-20.005000000000003,-32.6
19,-12.399999999999991,-22.219166666666666,-32.833333333333336
20,-12.399999999999991,-23.334166666666665,-37.1
21,-12.399999999999991,-22.40583333333333,-45.49999999999999
22,-12.399999999999991,-21.195,-33.36666666666667
23,-12.399999999999991,-21.055833333333332,-52.29999999999999
24,-12.399999999999991,-23.015833333333337,-49.9
