generation,best,mean,worst
0,-19.8,-32.44500000000001,-33.1
1,-17.93333333333333,-28.635,-33.06666666666666
2,-17.93333333333333,-20.8325,-34.0
3,-5.599999999999998,-21.764166666666664,-32.96666666666667
4,-5.599999999999998,-21.104166666666668,-33.0
5,-5.599999999999998,-20.744166666666665,-33.06666666666667
6,2.4,-19.199166666666663,-33.03333333333333
7,2.4,-20.086666666666666,-45.9
8,2.4,-18.9975,-32.96666666666667
9,2.4,-18.59083333333333,-32.96666666666667
10,2.4,-16.5525,-32.96666666666667
11,2.4,-16.019166666666667,-47.43333333333334
12,2.4,-14.639166666666664,-48.36666666666667
13,4.5666666666666655,-13.406666666666666,-32.9
14,4.5666666666666655,-12.660833333333333,-32.96666666666667
15,4.5666666666666655,-10.711666666666668,-26.333333333333332
16,4.5666666666666655,-10.613333333333333,-32.9
17,6.333333333333337,-8.768333333333333,-25.866666666666664
18,6.333333333333337,-5.775833333333334,-24.799999999999997
19,6.333333333333337,-8.568333333333333,-48.36666666666667
20,6.333333333333337,-6.954166666666666,-20.400000000000002
21,6.333333333333337,-8.543333333333333,-38.46666666666666
22,6.333333333333337,-10.36,-38.73333333333333
23,6.333333333333337,-10.555,-45.199999999999996
24,6.333333333333337,-9.3275,-32.300000000000004
