generation,best,mean,worst
0,1.6000000000000003,-4.467499999999999,-24.066666666666666
1,2.266666666666667,-2.7241666666666666,-26.266666666666666
2,6.166666666666665,-2.4899999999999998,-31.96666666666667
3,6.166666666666665,-4.3933333333333335,-32.96666666666666
4,6.333333333333337,-4.2425,-25.7
5,7.766666666666668,-7.235833333333332,-36.69999999999999
6,7.766666666666668,-2.9624999999999995,-36.6
7,7.766666666666668,-5.299166666666665,-45.93333333333334
8,7.766666666666668,-4.755833333333331,-56.566666666666634
9,7.766666666666668,-6.5508333333333315,-31.333333333333332
10,7.766666666666668,-10.8125,-47.03333333333333
11,7.766666666666668,-3.694166666666665,-24.099999999999998
12,7.766666666666668,-10.054166666666665,-49.46666666666667
13,7.766666666666668,-8.498333333333331,-32.13333333333333
14,7.766666666666668,-7.958333333333331,-32.199999999999996
15,7.766666666666668,-8.924166666666665,-38.666666666666664
16,7.766666666666668,-7.435833333333332,-44.4
17,7.766666666666668,-7.230833333333331,-32.766666666666666
18,7.766666666666668,-10.379999999999999,-45.833333333333336
19,7.766666666666668,-6.574166666666665,-44.93333333333333
20,7.766666666666668,-8.726666666666665,-45.73333333333333
21,7.766666666666668,-7.761666666666665,-43.86666666666667
22,7.766666666666668,-7.2433333333333305,-45.599999999999994
23,7.766666666666668,-7.655833333333331,-47.833333333333336
24,7.766666666666668,-6.721666666666664,-31.566666666666663
