generation,best,mean,worst
0,8.333333333333334,-10.575833333333334,-34.1
1,9.9,-5.660833333333334,-35.36666666666667
2,17.599999999999998,-1.981666666666667,-33.96666666666667
3,17.599999999999998,-4.676666666666668,-36.1
4,17.599999999999998,-2.027500000000001,-34.56666666666666
5,17.599999999999998,-1.8775000000000013,-34.03333333333333
6,17.599999999999998,-2.0375000000000005,-29.666666666666668
7,17.599999999999998,-2.785000000000001,-28.099999999999998
8,17.599999999999998,2.1474999999999986,-30.900000000000006
9,17.599999999999998,0.9324999999999983,-32.4
10,24.400000000000006,1.8841666666666659,-32.0
11,24.400000000000006,2.7799999999999976,-35.9
12,24.400000000000006,1.4808333333333326,-33.46666666666667
13,24.400000000000006,3.1975,-31.0
14,24.400000000000006,-0.16166666666666654,-35.63333333333333
15,24.400000000000006,-1.1275000000000006,-35.63333333333333
16,24.400000000000006,1.8091666666666648,-30.53333333333333
17,24.400000000000006,1.5233333333333328,-34.86666666666667
18,24.400000000000006,-2.9341666666666657,-35.166666666666664
19,24.400000000000006,5.865,-33.53333333333334
20,24.400000000000006,3.2475000000000014,-24.5
21,32.433333333333344,0.04583333333333393,-32.333333333333336
22,32.433333333333344,-1.4758333333333329,-35.6
23,32.433333333333344,1.0325000000000002,-35.6
24,32.433333333333344,-3.1733333333333325,-35.13333333333333
