generation,best,mean,worst
0,6.5,-19.331666666666667,-36.56666666666666
1,8.633333333333331,-10.4125,-36.03333333333334
2,13.933333333333332,-8.5425,-34.73333333333333
3,13.933333333333332,-2.9750000000000005,-35.800000000000004
4,14.066666666666668,-2.351666666666667,-35.199999999999996
5,14.066666666666668,-4.7266666666666675,-35.4
6,14.066666666666668,-5.621666666666667,-36.1
7,14.066666666666668,-1.1616666666666662,-35.233333333333334
8,16.83333333333334,-2.88,-35.800000000000004
9,16.83333333333334,-2.2191666666666663,-35.733333333333334
10,16.83333333333334,-5.175000000000001,-35.833333333333336
11,16.83333333333334,-5.863333333333332,-35.96666666666667
12,16.83333333333334,-7.316666666666667,-36.43333333333334
13,16.83333333333334,-5.8175,-35.733333333333334
14,16.83333333333334,-2.5091666666666668,-36.166666666666664
15,16.83333333333334,-0.6525000000000001,-35.333333333333336
16,16.83333333333334,-4.638333333333334,-35.733333333333334
17,16.83333333333334,-1.821666666666666,-29.333333333333332
18,16.83333333333334,-5.9575,-34.833333333333336
19,16.83333333333334,-3.0383333333333336,-36.46666666666667
20,16.83333333333334,-1.3775000000000002,-34.6
21,20.23333333333333,-1.693333333333333,-35.166666666666664
22,20.23333333333333,-1.2591666666666672,-33.266666666666666
23,20.23333333333333,-0.6666666666666672,-31.666666666666668
24,23.600000000000012,-2.9416666666666664,-35.06666666666667
