generation,best,mean,worst
0,5.533333333333334,-10.785833333333334,-45.199999999999996
1,11.266666666666666,-7.110833333333334,-32.63333333333333
2,7.5333333333333465,-9.635,-45.43333333333334
3,5.433333333333334,-6.932499999999999,-37.199999999999996
4,5.5,-2.5733333333333333,-38.36666666666667
5,5.466666666666668,-1.8033333333333323,-36.36666666666666
6,6.900000000000005,-3.0591666666666657,-38.56666666666667
7,5.633333333333333,-4.286666666666666,-37.1
8,5.466666666666668,-3.5450000000000004,-32.300000000000004
9,5.466666666666668,-5.4525,-39.333333333333336
10,5.533333333333334,-1.8125,-19.03333333333333
11,5.733333333333335,-2.3266666666666658,-19.4
12,5.466666666666668,-1.609999999999999,-38.53333333333334
13,5.866666666666667,-1.1241666666666665,-35.833333333333336
14,5.433333333333334,-1.2466666666666666,-32.666666666666664
15,5.466666666666668,0.7516666666666669,-18.8
16,5.533333333333334,2.611666666666667,-18.433333333333334
17,5.433333333333334,1.1616666666666668,-12.733333333333334
18,5.500000000000001,1.2825000000000002,-19.366666666666667
19,5.433333333333334,2.6883333333333335,-13.499999999999995
20,5.833333333333336,2.9283333333333332,0.10000000000000002
21,5.5,2.6800000000000006,-3.8666666666666667
22,5.833333333333337,2.541666666666667,-19.73333333333333
23,5.533333333333335,1.625,-19.6
24,5.433333333333334,1.5691666666666666,-19.2
