generation,best,mean,worst
0,-19.133333333333333,-33.85916666666667,-65.73333333333332
1,-18.233333333333334,-25.045833333333338,-65.06666666666666
2,-18.233333333333334,-24.619166666666665,-49.833333333333336
3,-18.233333333333334,-27.695,-70.53333333333332
4,-18.233333333333334,-27.41583333333333,-64.93333333333332
5,-1.5000000000000007,-22.919166666666666,-46.666666666666664
6,-1.5000000000000007,-23.663333333333334,-64.89999999999999
7,-1.5000000000000007,-25.865,-65.53333333333333
8,-1.5000000000000007,-23.177500000000002,-56.133333333333326
9,-1.5000000000000007,-21.89083333333333,-51.73333333333332
10,-1.5000000000000007,-23.322499999999998,-43.96666666666667
11,-1.0333333333333339,-22.98,-52.199999999999996
12,-1.0333333333333339,-20.447499999999998,-45.93333333333334
13,-1.0333333333333339,-24.53,-76.56666666666666
14,-0.6999999999999998,-19.521666666666665,-41.93333333333333
15,2.3,-19.948333333333334,-46.23333333333333
16,2.3,-18.475833333333334,-50.23333333333333
17,2.3,-18.69666666666667,-53.56666666666666
18,2.3,-17.539166666666667,-44.46666666666666
19,2.3,-19.250833333333333,-63.300000000000004
20,2.3,-15.330833333333334,-33.73333333333333
21,2.3,-17.036666666666665,-43.46666666666666
22,2.3,-14.398333333333335,-31.53333333333333
23,2.3,-17.249166666666667,-69.66666666666667
24,3.099999999999999,-15.500833333333333,-51.26666666666667
