generation,best,mean,worst
0,-19.466666666666665,-32.99249999999999,-52.19999999999999
1,-19.466666666666665,-27.494999999999997,-52.0
2,-19.466666666666665,-21.940833333333334,-47.800000000000004
3,-18.966666666666665,-21.983333333333334,-32.63333333333333
4,-18.966666666666665,-21.231666666666666,-32.86666666666667
5,-18.833333333333332,-21.110833333333336,-32.96666666666667
6,-18.8,-21.6675,-33.06666666666667
7,-18.8,-22.359166666666667,-33.0
8,-18.8,-20.148333333333333,-27.7
9,-18.8,-21.335833333333333,-33.06666666666667
10,-18.666666666666668,-21.3975,-33.03333333333333
11,-18.666666666666664,-21.8375,-46.300000000000004
12,-18.633333333333336,-21.169999999999998,-46.166666666666664
13,-18.3,-22.2375,-61.4
14,-18.3,-20.615,-30.433333333333334
15,-18.1,-20.697499999999998,-40.73333333333333
16,-17.966666666666665,-20.020833333333332,-38.266666666666666
17,-17.966666666666665,-20.6375,-33.36666666666667
18,-17.966666666666665,-22.700833333333332,-46.06666666666666
19,-17.966666666666665,-21.449166666666667,-41.6
20,-17.866666666666667,-21.565833333333334,-31.899999999999988
21,-17.866666666666667,-22.0,-42.43333333333333
22,-17.866666666666667,-23.822499999999998,-51.46666666666666
23,-17.866666666666667,-22.482499999999998,-49.56666666666666
24,-17.866666666666667,-22.610833333333332,-47.86666666666667
